uniqueid,suffix,name,address,city,state,partner
10947,A,Rochester Hsg Dev Fund Corp,171 Moulson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10948,A,Rochester Hsg Dev Fund Corp,171 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
10949,A,Rochester Hsg Dev Fund Corp,172 Burlington Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10950,A,Rochester Hsg Dev Fund Corp,173 Santee Street,Rochester,NY,Rochester Housing Development Fund Corporation
10951,A,Rochester Hsg Dev Fund Corp,174 Dunn Street,Rochester,NY,Rochester Housing Development Fund Corporation
10952,A,Rochester Hsg Dev Fund Corp,174 Rockview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10953,A,Rochester Hsg Dev Fund Corp,175 Averill Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10954,A,Rochester Hsg Dev Fund Corp,175 Barberry Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10955,A,Rochester Hsg Dev Fund Corp,176 Mitchell Street,Rochester,NY,Rochester Housing Development Fund Corporation
10956,A,Rochester Hsg Dev Fund Corp,177 Willmont Street,Rochester,NY,Rochester Housing Development Fund Corporation
10957,A,Rochester Hsg Dev Fund Corp,178 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
10958,A,Rochester Hsg Dev Fund Corp,178 Dickinson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10959,A,Rochester Hsg Dev Fund Corp,179 Barberry Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10960,A,Rochester Hsg Dev Fund Corp,179 Depew Street,Rochester,NY,Greater Rochester Housing Partnership
10961,A,Rochester Hsg Dev Fund Corp,179 Depew Street,Rochester,NY,Rochester Housing Development Fund Corporation
10962,A,Rochester Hsg Dev Fund Corp,179 Ernst Street,Rochester,NY,Rochester Housing Development Fund Corporation
10963,A,Rochester Hsg Dev Fund Corp,179 Garfield Street,Rochester,NY,Rochester Housing Development Fund Corporation
10964,A,Rochester Hsg Dev Fund Corp,180 Lexington Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10965,A,Rochester Hsg Dev Fund Corp,181 Herald Street,Rochester,NY,Rochester Housing Development Fund Corporation
10966,A,Rochester Hsg Dev Fund Corp,181 Norran Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10967,A,Rochester Hsg Dev Fund Corp,182 Dickinson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10968,A,Rochester Hsg Dev Fund Corp,182 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
10969,A,Rochester Hsg Dev Fund Corp,184 Westfall,Rochester,NY,Greater Rochester Housing Partnership
10970,A,Rochester Hsg Dev Fund Corp,184 Westfall Road,Rochester,NY,Rochester Housing Development Fund Corporation
10971,A,Rochester Hsg Dev Fund Corp,1848 Norton Street,Rochester,NY,Rochester Housing Development Fund Corporation
10972,A,Rochester Hsg Dev Fund Corp,185 Kislingbury,Rochester,NY,Greater Rochester Housing Partnership
10973,A,Rochester Hsg Dev Fund Corp,185 Kislingbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10974,A,Rochester Hsg Dev Fund Corp,185 Ridgeway Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10975,A,Rochester Hsg Dev Fund Corp,185 Roycroft Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10976,A,Rochester Hsg Dev Fund Corp,185 Webster Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10977,A,Rochester Hsg Dev Fund Corp,187 Mohawk Street,Rochester,NY,Rochester Housing Development Fund Corporation
10978,A,Rochester Hsg Dev Fund Corp,189 Salisbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10979,A,Rochester Hsg Dev Fund Corp,189 Salisbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
10980,A,Rochester Hsg Dev Fund Corp,19 Fieldwood Drive,Rochester,NY,Greater Rochester Housing Partnership
10981,A,Rochester Hsg Dev Fund Corp,19 Fieldwood Drive,Rochester,NY,Rochester Housing Development Fund Corporation
10982,A,Rochester Hsg Dev Fund Corp,19 Finch Street,Rochester,NY,Rochester Housing Development Fund Corporation
10983,A,Rochester Hsg Dev Fund Corp,19 Pool Street,Rochester,NY,Rochester Housing Development Fund Corporation
10984,A,Rochester Hsg Dev Fund Corp,19 Shafer Street,Rochester,NY,Rochester Housing Development Fund Corporation
10985,A,Rochester Hsg Dev Fund Corp,19 Straub Street,Rochester,NY,Rochester Housing Development Fund Corporation
10986,A,Rochester Hsg Dev Fund Corp,19 Van Olinda Street,Rochester,NY,Rochester Housing Development Fund Corporation
10987,A,Rochester Hsg Dev Fund Corp,190 Depew,Rochester,NY,Greater Rochester Housing Partnership
10988,A,Rochester Hsg Dev Fund Corp,190 Depew Street,Rochester,NY,Rochester Housing Development Fund Corporation
10989,A,Rochester Hsg Dev Fund Corp,191 Dickinson Street,Rochester,NY,Rochester Housing Development Fund Corporation
10990,A,Rochester Hsg Dev Fund Corp,191 Longview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
10991,A,Rochester Hsg Dev Fund Corp,191 Mohawk Street,Rochester,NY,Rochester Housing Development Fund Corporation
10992,A,Rochester Hsg Dev Fund Corp,1917 Clifford Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10993,A,Rochester Hsg Dev Fund Corp,192 Penhurst Street,Rochester,NY,Rochester Housing Development Fund Corporation
10994,A,Rochester Hsg Dev Fund Corp,193 Earl Street,Rochester,NY,Rochester Housing Development Fund Corporation
10995,A,Rochester Hsg Dev Fund Corp,195 Edgeland Street,Rochester,NY,Rochester Housing Development Fund Corporation
10996,A,Rochester Hsg Dev Fund Corp,195 Randolph,Rochester,NY,Greater Rochester Housing Partnership
10997,A,Rochester Hsg Dev Fund Corp,195 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
10998,A,Rochester Hsg Dev Fund Corp,1952 Clifford Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
10999,A,Rochester Hsg Dev Fund Corp,1956 N. Clinton Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11000,A,Rochester Hsg Dev Fund Corp,196 Depew Street,Rochester,NY,Greater Rochester Housing Partnership
11001,A,Rochester Hsg Dev Fund Corp,196 Depew Street,Rochester,NY,Rochester Housing Development Fund Corporation
11002,A,Rochester Hsg Dev Fund Corp,198 Ernst Street,Rochester,NY,Rochester Housing Development Fund Corporation
11003,A,Rochester Hsg Dev Fund Corp,198 Oneida Street,Rochester,NY,Rochester Housing Development Fund Corporation
11004,A,Rochester Hsg Dev Fund Corp,1991 Culver Rd.,Rochester,NY,Greater Rochester Housing Partnership
11005,A,Rochester Hsg Dev Fund Corp,1991 Culver Road,Rochester,NY,Rochester Housing Development Fund Corporation
11006,A,Rochester Hsg Dev Fund Corp,20 Fox Street,Rochester,NY,Rochester Housing Development Fund Corporation
11007,A,Rochester Hsg Dev Fund Corp,20 Lehigh Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11008,A,Rochester Hsg Dev Fund Corp,20 McNaughton Street,Rochester,NY,Rochester Housing Development Fund Corporation
11009,A,Rochester Hsg Dev Fund Corp,20 Norran,Rochester,NY,Greater Rochester Housing Partnership
11010,A,Rochester Hsg Dev Fund Corp,20 Norran Drive,Rochester,NY,Rochester Housing Development Fund Corporation
11011,A,Rochester Hsg Dev Fund Corp,20 Rising Place,Rochester,NY,Rochester Housing Development Fund Corporation
11012,A,Rochester Hsg Dev Fund Corp,201 Burrows Street,Rochester,NY,Rochester Housing Development Fund Corporation
11013,A,Rochester Hsg Dev Fund Corp,202 Dickinson Street,Rochester,NY,Rochester Housing Development Fund Corporation
11014,A,Rochester Hsg Dev Fund Corp,202 Northlane Drive,Rochester,NY,Rochester Housing Development Fund Corporation
11015,A,Rochester Hsg Dev Fund Corp,2034 Culver Road,Rochester,NY,Rochester Housing Development Fund Corporation
11016,A,Rochester Hsg Dev Fund Corp,2059 Clifford Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11017,A,Rochester Hsg Dev Fund Corp,206 Akron,Rochester,NY,Greater Rochester Housing Partnership
11018,A,Rochester Hsg Dev Fund Corp,206 Akron Street,Rochester,NY,Rochester Housing Development Fund Corporation
11019,A,Rochester Hsg Dev Fund Corp,206 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
11020,A,Rochester Hsg Dev Fund Corp,206 Lyceum Street,Rochester,NY,Rochester Housing Development Fund Corporation
11021,A,Rochester Hsg Dev Fund Corp,207 Bidwell Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
11022,A,Rochester Hsg Dev Fund Corp,207 Longview Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
11023,A,Rochester Hsg Dev Fund Corp,207 Oriole Street,Rochester,NY,Rochester Housing Development Fund Corporation
11024,A,Rochester Hsg Dev Fund Corp,2075 Clifford Avenue,Rochester,NY,Greater Rochester Housing Partnership
11025,A,Rochester Hsg Dev Fund Corp,2075 Clifford Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11026,A,Rochester Hsg Dev Fund Corp,21 Ernestine Street,Rochester,NY,Rochester Housing Development Fund Corporation
11027,A,Rochester Hsg Dev Fund Corp,210 Driving Park Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11028,A,Rochester Hsg Dev Fund Corp,210 Salisbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
11029,A,Rochester Hsg Dev Fund Corp,211 Albemarle Street,Rochester,NY,Rochester Housing Development Fund Corporation
11030,A,Rochester Hsg Dev Fund Corp,213 Ashwood Drive,Rochester,NY,Rochester Housing Development Fund Corporation
11031,A,Rochester Hsg Dev Fund Corp,213 Elmdorf Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11032,A,Rochester Hsg Dev Fund Corp,215 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
11033,A,Rochester Hsg Dev Fund Corp,215 Flower City Park,Rochester,NY,Greater Rochester Housing Partnership
11034,A,Rochester Hsg Dev Fund Corp,215 Flower City Park,Rochester,NY,Rochester Housing Development Fund Corporation
11035,A,Rochester Hsg Dev Fund Corp,215 Marlborough Road,Rochester,NY,Rochester Housing Development Fund Corporation
11036,A,Rochester Hsg Dev Fund Corp,215 Spruce Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11037,A,Rochester Hsg Dev Fund Corp,215 Summit Grove Park,Rochester,NY,Rochester Housing Development Fund Corporation
11038,A,Rochester Hsg Dev Fund Corp,2152 Norton Street,Rochester,NY,Rochester Housing Development Fund Corporation
11039,A,Rochester Hsg Dev Fund Corp,216  Hayward Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11040,A,Rochester Hsg Dev Fund Corp,216 Avery Street,Rochester,NY,Rochester Housing Development Fund Corporation
11041,A,Rochester Hsg Dev Fund Corp,218 Hayward Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11042,A,Rochester Hsg Dev Fund Corp,219 Bleacker Road,Rochester,NY,Rochester Housing Development Fund Corporation
11043,A,Rochester Hsg Dev Fund Corp,219 Delamaine Drive,Rochester,NY,Rochester Housing Development Fund Corporation
11044,A,Rochester Hsg Dev Fund Corp,219 Morton Street,Rochester,NY,Rochester Housing Development Fund Corporation
11045,A,Rochester Hsg Dev Fund Corp,22  Shafer Street,Rochester,NY,Rochester Housing Development Fund Corporation
11046,A,Rochester Hsg Dev Fund Corp,221 Norran Drive,Rochester,NY,Rochester Housing Development Fund Corporation
11047,A,Rochester Hsg Dev Fund Corp,221 West High Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
11048,A,Rochester Hsg Dev Fund Corp,222 Raines Park,Rochester,NY,Rochester Housing Development Fund Corporation
11049,A,Rochester Hsg Dev Fund Corp,223 Lark Street,Rochester,NY,Rochester Housing Development Fund Corporation
11050,A,Rochester Hsg Dev Fund Corp,225 Klein Street,Rochester,NY,Rochester Housing Development Fund Corporation
11051,A,Rochester Hsg Dev Fund Corp,226 Cummings Street,Rochester,NY,Rochester Housing Development Fund Corporation
11052,A,Rochester Hsg Dev Fund Corp,227 Sawyer Street,Rochester,NY,Rochester Housing Development Fund Corporation
11053,A,Rochester Hsg Dev Fund Corp,229 Cypress Street,Rochester,NY,Rochester Housing Development Fund Corporation
11054,A,Rochester Hsg Dev Fund Corp,229 Rugby Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11055,A,Rochester Hsg Dev Fund Corp,23 Wait Street,Rochester,NY,Rochester Housing Development Fund Corporation
11056,A,Rochester Hsg Dev Fund Corp,230 Spruce Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11057,A,Rochester Hsg Dev Fund Corp,230 West High Terrace,Rochester,NY,Rochester Housing Development Fund Corporation
11058,A,Rochester Hsg Dev Fund Corp,231 Brooks Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11059,A,Rochester Hsg Dev Fund Corp,231 Willmont Street,Rochester,NY,Rochester Housing Development Fund Corporation
11060,A,Rochester Hsg Dev Fund Corp,231 Winbourne Road,Rochester,NY,Rochester Housing Development Fund Corporation
11061,A,Rochester Hsg Dev Fund Corp,232 Alameda Street,Rochester,NY,Rochester Housing Development Fund Corporation
11062,A,Rochester Hsg Dev Fund Corp,232 Avis Street,Rochester,NY,Rochester Housing Development Fund Corporation
11063,A,Rochester Hsg Dev Fund Corp,233 Kislingbury Street,Rochester,NY,Rochester Housing Development Fund Corporation
11064,A,Rochester Hsg Dev Fund Corp,234 Driving Park Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11065,A,Rochester Hsg Dev Fund Corp,2342 Clifford Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11066,A,Rochester Hsg Dev Fund Corp,236 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
11067,A,Rochester Hsg Dev Fund Corp,236 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
11068,A,Rochester Hsg Dev Fund Corp,237 Garfield Street,Rochester,NY,Rochester Housing Development Fund Corporation
11069,A,Rochester Hsg Dev Fund Corp,237 Ridgeway Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11070,A,Rochester Hsg Dev Fund Corp,239 Depew Street,Rochester,NY,Rochester Housing Development Fund Corporation
11071,A,Rochester Hsg Dev Fund Corp,24 Farragut Street,Rochester,NY,Rochester Housing Development Fund Corporation
11072,A,Rochester Hsg Dev Fund Corp,24 Hollywood Street,Rochester,NY,Rochester Housing Development Fund Corporation
11073,A,Rochester Hsg Dev Fund Corp,240 Hillcrest Street,Rochester,NY,Greater Rochester Housing Partnership
11074,A,Rochester Hsg Dev Fund Corp,240 Hillcrest Street,Rochester,NY,Rochester Housing Development Fund Corporation
11075,A,Rochester Hsg Dev Fund Corp,241 Akron Street,Rochester,NY,Rochester Housing Development Fund Corporation
11076,A,Rochester Hsg Dev Fund Corp,241 Nichols Street,Rochester,NY,Rochester Housing Development Fund Corporation
11077,A,Rochester Hsg Dev Fund Corp,241 Sawyer Street,Rochester,NY,Rochester Housing Development Fund Corporation
11078,A,Rochester Hsg Dev Fund Corp,242 Brooks Ave.,Rochester,NY,Greater Rochester Housing Partnership
11079,A,Rochester Hsg Dev Fund Corp,242 Brooks Avenue,Rochester,NY,Rochester Housing Development Fund Corporation
11080,A,Rochester Hsg Dev Fund Corp,242 Laburnam Crescent,Rochester,NY,Rochester Housing Development Fund Corporation
11081,A,Rochester Hsg Dev Fund Corp,245 Randolph Street,Rochester,NY,Rochester Housing Development Fund Corporation
11082,A,Rochester Hsg Dev Fund Corp,246 Durnan Street,Rochester,NY,Rochester Housing Development Fund Corporation
11083,A,Rochester Hsg Dev Fund Corp,247 Barton Street,Rochester,NY,Rochester Housing Development Fund Corporation
11084,A,Rochester Hsg Dev Fund Corp,247 Weldon Street,Rochester,NY,Rochester Housing Development Fund Corporation
11085,A,Rochester Hsg Dev Fund Corp,249 Ellison Street,Rochester,NY,Rochester Housing Development Fund Corporation
11086,A,Rochester Hsg Dev Fund Corp,25 Norran Drive,Rochester,NY,Rochester Housing Development Fund Corporation
11087,A,Rochester Hsg Dev Fund Corp,25 Westfield Street,Rochester,NY,Rochester Housing Development Fund Corporation
11088,A,Rochester Hsg Dev Fund Corp,250 Furlong Street,Rochester,NY,Rochester Housing Development Fund Corporation
11089,A,Rochester Hsg Dev Fund Corp,251 Gregory Street,Rochester,NY,Rochester Housing Development Fund Corporation
11090,A,Rochester Hsg Dev Fund Corp,253 Pierpont,Rochester,NY,Greater Rochester Housing Partnership
11091,A,Rochester Hsg Dev Fund Corp,253 Pierpont Street,Rochester,NY,Rochester Housing Development Fund Corporation
11092,A,Rochester Hsg Dev Fund Corp,254 Winbourne Road,Rochester,NY,Rochester Housing Development Fund Corporation
