uniqueid,suffix,name,address,city,state,partner
8754,A,NDF Hoffman Triangle Phase III,3312 4th St,New Orleans,LA,Neighborhood Development Foundation/Associated Neighborhood Development
8755,A,NDF Hoffman Triangle Phase III,3328 Washington Ave,New Orleans,LA,Neighborhood Development Foundation/Associated Neighborhood Development
8756,A,NDF Hoffman Triangle Phase III,3329 Washington Ave,New Orleans,LA,Neighborhood Development Foundation/Associated Neighborhood Development
8757,A,New Construction,1247 Tennessee,New Orleans,LA,New Orleans Area Habitat for Humanity
8758,A,New Construction,2037 Annette Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8759,A,New Construction,2051 N. Miro,New Orleans,LA,New Orleans Area Habitat for Humanity
8760,A,New Construction,2141 Mazant,New Orleans,LA,New Orleans Area Habitat for Humanity
8761,A,New Construction,2228 St. Anthony,New Orleans,LA,New Orleans Area Habitat for Humanity
8762,A,New Construction,2424 S. Roman,New Orleans,LA,New Orleans Area Habitat for Humanity
8763,A,New Construction,4446 Stemway Drive,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8764,A,New Construction,4901 Dale Street,New Orleans,LA,New Orleans Area Habiat for Humanity (NOAAH)
8765,A,New Construction,6160 S. Hermes,New Orleans,LA,New Orleans Area Habitat for Humanity
8766,A,New Construction,6501 Dorian,New Orleans,LA,New Orleans Area Habitat for Humanity
8767,A,New Orleans Acquisition LOC,1050 S. Jefferson Davis Pkwy  Ste 301,New Orleans,LA,Providence Community Housing
8768,A,New Orleans Family Justice Center,2324 Toledano Street,New Orleans,LA,Gulf Coast Housing Partnership/Midtown Partners
8769,A,New Orleans Pilot Project 101,6061 Cameron Boulevard,New Orleans,LA,Home by Hand
8770,A,NHS Homeownership,2032 Seventh Street,New Orleans,LA,Neighborhood Housing Services of New Orleans
8771,A,NHS Homeownership,3930 Annunciation Street.,New Orleans,LA,Neighborhood Housing Services of New Orleans
8772,A,NHS Homeownership Program,1911 N. Claiborne Ave,New Orleans,LA,
8773,A,NHS Homeownership Program,4139 Clara St.,New Orleans,LA,
8774,A,NORA - Gentilly RFP,1265 Foy Street,New Orleans,LA,Project Homecoming
8775,A,NORA - NORU,1884 Filmore Avenue,New Orleans,LA,Project Homecoming
8776,A,NORA Residential Construction Lending Program,5509 Vermillion Blvd,New Orleans,LA,Armstrong N Construction LLC
8777,A,NORA Residential Construction Lending Program,5513 Pasteur Blvd,New Orleans,LA,Armstrong N Construction LLC
8778,A,NORA Residential Construction Lending Program,5736 Vermillion Blvd,New Orleans,LA,Armstrong N Construction LLC
8779,A,NORA Residential Construction Lending Program,6034 Pasteur Blvd,New Orleans,LA,Armstrong N Construction LLC
8780,A,NORA Residential Construction Lending Program,6041 Cameron Blvd,New Orleans,LA,Armstrong N Construction LLC
8781,A,NORA-NSP 2,41 Chatham,New Orleans,LA,Project Homecoming
8782,A,NORA-NSP 2,4922 St. Bernard,New Orleans,LA,Project Homecoming
8783,A,NORA-NSP 2,5032 St. Bernard,New Orleans,LA,Project Homecoming
8784,A,NSP 2,1516 Simon Bolivar Ave,New Orleans,LA,Harmony Neighborhood Development
8785,A,NSP 2,1522 Simon Bolivar Ave,New Orleans,LA,Harmony Neighborhood Development
8786,A,NSP 2,1617 S. Saratoga,New Orleans,LA,Harmony Neighborhood Development
8787,A,NSP 2,1621 S. Saratoga,New Orleans,LA,Harmony Neighborhood Development
8788,A,NSP 2,2227 Felicity,New Orleans,LA,Harmony Neighborhood Development
8789,A,NSP 2 homes,1608 Mirabeau Ave,New Orleans,LA,Project Homecoming
8790,A,NSP 2 homes,4767 Overton St,New Orleans,LA,Project Homecoming
8791,A,NSP2,1518SimonBolivarAve,New Orleans,LA,Harmony Neighborhood Development
8792,A,NSP2 Homes,"5010 N. Prieur, 4820 N. Roman St, 2030 Deslonde, 2026 Deslonde & 1645 Jourdan",New Orleans,LA,Make It Right
8793,A,OCD-HOME,10140 Flossmor,New Orleans,LA,Project Homecoming
8794,A,OCD-HOME,2058 Duels,New Orleans,LA,Project Homecoming
8795,A,OCD-HOME,2323 Mazant,New Orleans,LA,Project Homecoming
8796,A,Opportunity Housing: For Sale,1695 Pratt,New Orleans,LA,St. Bernard Project
8797,A,Opportunity Housing: For Sale,5316 Cameron Blvd,New Orleans,LA,St. Bernard Project
8798,A,Opportunity Housing: For Sale,5514 Baccich St,New Orleans,LA,St. Bernard Project
8799,A,Opportunity Housing: For Sale,5919 St. Roch,New Orleans,LA,St. Bernard Project
8800,A,Opportunity Housing: For Sale,5934 St. Roch,New Orleans,LA,St. Bernard Project
8801,A,Opportunity Housing: For Sale,5935 St. Roch,New Orleans,LA,St. Bernard Project
8802,A,Opportunity Housing: Rental,2021-2023 Painters,New Orleans,LA,St. Bernard Project
8803,A,Opportunity Housing: Rental,8934 Jeannette,New Orleans,LA,St. Bernard Project
8804,A,Owner Occupied Rehab,1518 Lesseps,New Orleans,LA,St. Bernard Project
8805,A,Owner Occupied Rehab,2018 Ursulines Ave,New Orleans,LA,St. Bernard Project
8806,A,Owner Occupied Rehab,2350 Rex Place,New Orleans,LA,St. Bernard Project
8807,A,Owner Occupied Rehab,3058 St. Ann Street,New Orleans,LA,St. Bernard Project
8808,A,Owner Occupied Rehab,3412 N Derbigny St,New Orleans,LA,St. Bernard Project
8809,A,Owner Occupied Rehab,3513 Cecil St.,New Orleans,LA,St. Bernard Project
8810,A,Owner Occupied Rehab,3638 Metropolitan,New Orleans,LA,St. Bernard Project
8811,A,Owner Occupied Rehab,4404 Duplessis,New Orleans,LA,St. Bernard Project
8812,A,Owner Occupied Rehab,4518 Viola,New Orleans,LA,St. Bernard Project
8813,A,Owner Occupied Rehab,5530 New England Dr,New Orleans,LA,St. Bernard Project
8814,A,Owner Occupied Rehab,828 Wagner,New Orleans,LA,St. Bernard Project
8815,A,Owner Occupied Rehab,9126 Fig St,New Orleans,LA,St. Bernard Project
8816,A,Palmyra Apartments,2739 Palmyra Street,New Orleans,LA,Jane Place Neighborhood Sustainability Initiative
8817,A,Palmyra Apartments,2739 Palmyra Street,New Orleans,LA,Jane Place Neighborhood Sustainability Initiative
8818,A,Partner Family,3624 4th Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8819,A,Partner Family,4322 America Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8820,A,Partner Family,4346 America Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8821,A,Partner Family,4459 America Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8822,A,Partner Family,4562 America Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8823,A,Partner Family,4727 Ray Avenue,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8824,A,Partner Family,4814 Ray Avenue,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8825,A,Partner Family,4834 Ray Avenue,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8826,A,Partner Family,4856 America Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8827,A,Partner Family,4911 Dale Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8828,A,Partner Family,4925 America Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8829,A,Partner Family Home,1535 Tricou,New Orleans,LA,New Orleans Area Habitat for Humanity
8830,A,Partner Family Home,1832 Bartholomew,New Orleans,LA,New Orleans Area Habitat for Humanity
8831,A,Partner Family Home,2305Mathis,New Orleans,LA,New Orleans Area Habitat for Humanity
8832,A,Partner Family Home,2320 S Johnson,New Orleans,LA,New Orleans Area Habitat for Humanity
8833,A,Partner Family Home,2321 S Johnson,New Orleans,LA,New Orleans Area Habitat for Humanity
8834,A,Partner Family Home,2412 S Galvez,New Orleans,LA,New Orleans Area Habitat for Humanity
8835,A,Partner Family Home,2464 North Prieur Street,New Orleans,LA,New Orleans Area Habitat for Humanity
8836,A,Partner Family Home,2503 S Dorgenois,New Orleans,LA,New Orleans Area Habitat for Humanity
8837,A,Partner Family Home,2525 Delechaise,New Orleans,LA,New Orleans Area Habitat for Humanity
8838,A,Partner Family Home,2573 N Tonti,New Orleans,LA,New Orleans Area Habitat for Humanity
8839,A,Partner Family Home,2621 South Rocheblave Street,New Orleans,LA,New Orleans Area Habitat for Humanity
8840,A,Partner Family Home,3501 Magnolia,New Orleans,LA,New Orleans Area Habitat for Humanity
8841,A,Partner Family Home,4423 Majestic Oaks,New Orleans,LA,New Orleans Area Habitat for Humanity
8842,A,Partner Family Home,4429 Werner Drive,New Orleans,LA,New Orleans Area Habitat for Humanity
8843,A,Partner Family Home,4700 Majestic Oaks Drive,New Orleans,LA,New Orleans Area Habitat for Humanity
8844,A,Partner Family Home,4706 Stemway,New Orleans,LA,New Orleans Area Habitat for Humanity
8845,A,Partner Family Home,4804 Majestic Oaks,New Orleans,LA,New Orleans Area Habitat for Humanity
8846,A,Partner Family Home,4808 Majestic Oaks,New Orleans,LA,New Orleans Area Habitat for Humanity
8847,A,Partner Family Home,4810 Majestic Oaks Drive,New Orleans,LA,New Orleans Area Habitat for Humanity
8848,A,Partner Family Home,4840 Haydel Street,New Orleans,LA,New Orleans Area Habitat for Humanity
8849,A,Partner Family Home,8400Oleander,New Orleans,LA,New Orleans Area Habitat for Humanity
8850,A,Partner Family Home,8922 Fig Street,New Orleans,LA,New Orleans Area Habitat for Humanity
8851,A,Partners LLF Swingline,"1050 S. Jefferson Davis Parkway, Suite 339",New Orleans,LA,Enterprise Louisiana Loan Fund
8852,A,Pontchartrian Park,5417 Pauline Drive,New Orleans,LA,Humanitas
8853,A,Pontchartrian Park,"Scattered Sites in New Orleans Parish, TBD",New Orleans,LA,"Pontchartrain Park CDC Real Estate Holdings, LLC"
8854,A,Project Home Again - Phase 8,4931 Elysian Fields Ave,New Orleans,LA,Project Home Again
8855,A,Project Home Again - Phase 8,5218 Marigny St,New Orleans,LA,Project Home Again
8856,A,Project Home Again - Phase 8,5503 Wickfield,New Orleans,LA,Project Home Again
8857,A,Project Home Again - Phase 8,5524 Wildair Dr,New Orleans,LA,Project Home Again
8858,A,Project Home Again - Phase 8,5549 St. Anthony Ave,New Orleans,LA,Project Home Again
8859,A,Project Home Again - Phase 8,5561 Cameron Blvd,New Orleans,LA,Project Home Again
8860,A,Project Home Again - Phase 8,5718 Cameron Blvd,New Orleans,LA,Project Home Again
8861,A,Project Home Again - Phase 8,5726 Cameron Blvd,New Orleans,LA,Project Home Again
8862,A,Project Home Again - Phase 8,5748 Vermillion Blvd,New Orleans,LA,Project Home Again
8863,A,Project Home Again - Phase 8,5765 Vermillion Blvd,New Orleans,LA,Project Home Again
8864,A,Project Home Again - Phase 8,6014 Vermillion Blvd,New Orleans,LA,Project Home Again
8865,A,Project Home Again - Phase 8,6079 St. Anthony Ave,New Orleans,LA,Project Home Again
8866,A,Project Homecoming,4520 Paris Avenue,New Orleans,LA,Project Homecoming
8867,A,Project Homecoming Homeownership,47 Chatham Dr.,New Orleans,LA,Project Homecoming
8868,A,Project Homecoming Homeownership,4753 Overton Dr.,New Orleans,LA,Project Homecoming
8869,A,Project Homecoming Homeownership,4765 Overton Dr.,New Orleans,LA,Project Homecoming
8870,A,Project Homecoming Homeownership,4901 Moore Dr.,New Orleans,LA,Project Homecoming
8871,A,Project Homecoming Homeownership,5110 Chamberlain Dr.,New Orleans,LA,Project Homecoming
8872,A,Providence Housing,various,New Orleans,LA,Providence Community Housing
8873,A,Rebuilding Together New Orleans,923 Tchoupitoulas,New Orleans,LA,Preservation Alliance of New Orleans d/b/a Preservation Resource Center of New Orleans
8874,A,Rebuilding Together New Orleans,923 Tchoupitoulas,New Orleans,LA,Preservation Alliance of New Orleans d/b/a Preservation Resource Center of New Orleans
8875,A,Rehab,1414 Numa,New Orleans,LA,Jericho Road
8876,A,Rehab,2029 Gov Nicholls Street,New Orleans,LA,New Orleans Area Habitat for Humanity (NOAAH)
8877,A,Rehab,3205 Dryades,New Orleans,LA,Jericho Road
8878,A,Rising Sun,5727 N Villere,New Orleans,LA,"Rising Sun Homeownership, LLC"
8879,A,Rising Sun Homeownership,5727 N Villere,New Orleans,LA,Rising Sun Homeownership LLC
8880,A,Sacred Heart,1720 St. Bernard Avenue,New Orleans,LA,Columbia Residential
8881,A,Sacred Heart,1720 St. Bernard Avenue,New Orleans,LA,Providence Community Housing
8882,A,SBP - Owner Occupied,2331LaHarpe,New Orleans,LA,St.Bernard Project
8883,A,SBP - Owner Occupied,2479 N Prieur,New Orleans,LA,St.Bernard Project
8884,A,SBP- Owner Occupied,1700Abundance,New Orleans,LA,St.Bernard Project
8885,A,SBP- Owner Occupied,1701 Deslonde,New Orleans,LA,St.Bernard Project
8886,A,SBP- Owner Occupied,1800Touro,New Orleans,LA,St.Bernard Project
8887,A,SBP- Owner Occupied,1804 Wagner,New Orleans,LA,St.Bernard Project
8888,A,SBP- Owner Occupied,1912Gordon,New Orleans,LA,St.Bernard Project
8889,A,SBP- Owner Occupied,1935Piety,New Orleans,LA,St.Bernard Project
8890,A,SBP- Owner Occupied,3004 Republic,New Orleans,LA,St.Bernard Project
8891,A,SBP- Owner Occupied,4805 Stemway,New Orleans,LA,St.Bernard Project
8892,A,SBP- Owner Occupied,5650 Clements,New Orleans,LA,St.Bernard Project
8893,A,SBP- Owner Occupied,5858WestDeerPark,New Orleans,LA,St.Bernard Project
8894,A,SBP- Owner Occupied,6317EadsSt,New Orleans,LA,St.Bernard Project
8895,A,SBP- Owner Occupied,7121Whitmore,New Orleans,LA,St.Bernard Project
8896,A,SBP- Owner Occupied,918Piety,New Orleans,LA,St.Bernard Project
8897,A,SBP-Opportunity Housing,1231 Seville,New Orleans,LA,St. Bernard Project
8898,A,SBP-Opportunity Housing,1334 Granada Dr,New Orleans,LA,St. Bernard Project
8899,A,SBP-Opportunity Housing,1460 Granada,New Orleans,LA,St. Bernard Project
8900,A,SBP-Opportunity Housing,4833 Paris Ave,New Orleans,LA,St. Bernard Project
8901,A,SBP-Opportunity Housing,5114 Cartier Ave,New Orleans,LA,St. Bernard Project
8902,A,SBP-Opportunity Housing - City of New Orleans HOME,1714-6 Treasure St,New Orleans,LA,St. Bernard Project
8903,A,SBP-Opportunity Housing - City of New Orleans HOME,1777-9 Pleasure St,New Orleans,LA,St. Bernard Project
8904,A,SBP-Opportunity Housing - City of New Orleans HOME,2013-5 Painters St,New Orleans,LA,St. Bernard Project
8905,A,SBP-Opportunity Housing - City of New Orleans HOME,5301-3 Marais St,New Orleans,LA,St. Bernard Project
8906,A,SBP-Opportunity Housing - City of New Orleans HOME,6425 North Galvez Street,New Orleans,LA,St. Bernard Project
8907,A,SBP-Owner Occupied,1014 Josephine,New Orleans,LA,St. Bernard Project
8908,A,SBP-Owner Occupied,10141 Chevy Chase Drive,New Orleans,LA,St. Bernard Project
8909,A,SBP-Owner Occupied,10450 Heritage Dr,New Orleans,LA,St. Bernard Project
8910,A,SBP-Owner Occupied,10801 Morrison Rd,New Orleans,LA,St. Bernard Project
8911,A,SBP-Owner Occupied,11230 Lake Forest Blvd,New Orleans,LA,St. Bernard Project
8912,A,SBP-Owner Occupied,1215 Port,New Orleans,LA,St. Bernard Project
8913,A,SBP-Owner Occupied,1228 Gallier Street,New Orleans,LA,St. Bernard Project
8914,A,SBP-Owner Occupied,1285 St. Denis St,New Orleans,LA,St. Bernard Project
8915,A,SBP-Owner Occupied,1306 Gordon St.,New Orleans,LA,St. Bernard Project
8916,A,SBP-Owner Occupied,1321 St. Maurice,New Orleans,LA,St. Bernard Project
8917,A,SBP-Owner Occupied,1322 Harrison Ave,New Orleans,LA,St. Bernard Project
8918,A,SBP-Owner Occupied,1323 Tupelo St.,New Orleans,LA,St. Bernard Project
8919,A,SBP-Owner Occupied,1401 Desire St,New Orleans,LA,St. Bernard Project
8920,A,SBP-Owner Occupied,1417 St. Anthony,New Orleans,LA,St. Bernard Project
8921,A,SBP-Owner Occupied,1434 Caffin Avenue,New Orleans,LA,St. Bernard Project
8922,A,SBP-Owner Occupied,1450 Marais Street,New Orleans,LA,St. Bernard Project
8923,A,SBP-Owner Occupied,1455 Filmore Ave.,New Orleans,LA,St. Bernard Project
8924,A,SBP-Owner Occupied,1490 Mirabeau Ave.,New Orleans,LA,St. Bernard Project
8925,A,SBP-Owner Occupied,1491 Granada,New Orleans,LA,St. Bernard Project
8926,A,SBP-Owner Occupied,1728 Wagner Street,New Orleans,LA,St. Bernard Project
8927,A,SBP-Owner Occupied,1729 Agriculture,New Orleans,LA,St. Bernard Project
8928,A,SBP-Owner Occupied,1731 Agriculture,New Orleans,LA,St. Bernard Project
8929,A,SBP-Owner Occupied,1749 Pratt Drive,New Orleans,LA,St. Bernard Project
8930,A,SBP-Owner Occupied,1801 Caffin Avenue,New Orleans,LA,St. Bernard Project
8931,A,SBP-Owner Occupied,1823 Constantinople Street,New Orleans,LA,St. Bernard Project
8932,A,SBP-Owner Occupied,2001 Gordon St.,New Orleans,LA,St. Bernard Project
8933,A,SBP-Owner Occupied,2105 Torres,New Orleans,LA,St. Bernard Project
8934,A,SBP-Owner Occupied,2208 Bartholomew St,New Orleans,LA,St. Bernard Project
8935,A,SBP-Owner Occupied,2230 South Lopez Street,New Orleans,LA,St. Bernard Project
8936,A,SBP-Owner Occupied,2260 Industry St,New Orleans,LA,St. Bernard Project
8937,A,SBP-Owner Occupied,2308 Touro St,New Orleans,LA,St. Bernard Project
8938,A,SBP-Owner Occupied,2404 Tupelo St,New Orleans,LA,St. Bernard Project
8939,A,SBP-Owner Occupied,2415 Lamanche St,New Orleans,LA,St. Bernard Project
8940,A,SBP-Owner Occupied,2417 Columbus,New Orleans,LA,St. Bernard Project
8941,A,SBP-Owner Occupied,2423 Clara Street,New Orleans,LA,St. Bernard Project
8942,A,SBP-Owner Occupied,2491 Dreux Ave.,New Orleans,LA,St. Bernard Project
8943,A,SBP-Owner Occupied,2512 Annette St.,New Orleans,LA,St. Bernard Project
8944,A,SBP-Owner Occupied,2615 Eagle Street,New Orleans,LA,St. Bernard Project
8945,A,SBP-Owner Occupied,2623 Deslonde Street,New Orleans,LA,St. Bernard Project
8946,A,SBP-Owner Occupied,2653 New Orleans St,New Orleans,LA,St. Bernard Project
8947,A,SBP-Owner Occupied,2711 Jonquil,New Orleans,LA,St. Bernard Project
8948,A,SBP-Owner Occupied,2781 Bay St,New Orleans,LA,St. Bernard Project
8949,A,SBP-Owner Occupied,32 N Blue Ridge Ct,New Orleans,LA,St. Bernard Project
8950,A,SBP-Owner Occupied,3278 Desaix Avenue,New Orleans,LA,St. Bernard Project
8951,A,SBP-Owner Occupied,3317 Fourth St,New Orleans,LA,St. Bernard Project
8952,A,SBP-Owner Occupied,3320 1st St.,New Orleans,LA,St. Bernard Project
8953,A,SBP-Owner Occupied,3404 Acorn Dr.,New Orleans,LA,St. Bernard Project
8954,A,SBP-Owner Occupied,3412 Paris,New Orleans,LA,St. Bernard Project
8955,A,SBP-Owner Occupied,3464 Derby Pl,New Orleans,LA,St. Bernard Project
8956,A,SBP-Owner Occupied,3516 DeSaix Blvd,New Orleans,LA,St. Bernard Project
8957,A,SBP-Owner Occupied,3600 Franklin,New Orleans,LA,St. Bernard Project
8958,A,SBP-Owner Occupied,3613 Lousiana Pkwy,New Orleans,LA,St. Bernard Project
8959,A,SBP-Owner Occupied,3621 DeSaix Blvd,New Orleans,LA,St. Bernard Project
8960,A,SBP-Owner Occupied,3803 Paris,New Orleans,LA,St. Bernard Project
8961,A,SBP-Owner Occupied,3814 Buchanan,New Orleans,LA,St. Bernard Project
8962,A,SBP-Owner Occupied,388 Oak Point,New Orleans,LA,St. Bernard Project
8963,A,SBP-Owner Occupied,3923 Tchoupitoulas,New Orleans,LA,St. Bernard Project
8964,A,SBP-Owner Occupied,412 E Urquhardt,New Orleans,LA,St. Bernard Project
8965,A,SBP-Owner Occupied,4217 S. Tonti St,New Orleans,LA,St. Bernard Project
8966,A,SBP-Owner Occupied,4219 S. Tonti St,New Orleans,LA,St. Bernard Project
8967,A,SBP-Owner Occupied,425 S. Alexander,New Orleans,LA,St. Bernard Project
8968,A,SBP-Owner Occupied,4341 Randolph Avenue,New Orleans,LA,St. Bernard Project
8969,A,SBP-Owner Occupied,4422 Arthur Dr.,New Orleans,LA,St. Bernard Project
8970,A,SBP-Owner Occupied,4569 St. Claude,New Orleans,LA,St. Bernard Project
8971,A,SBP-Owner Occupied,4574 Laine Avenue,New Orleans,LA,St. Bernard Project
8972,A,SBP-Owner Occupied,4709 Eastview Drive,New Orleans,LA,St. Bernard Project
8973,A,SBP-Owner Occupied,4801 Longfellow,New Orleans,LA,St. Bernard Project
8974,A,SBP-Owner Occupied,4801 Pauline Dr,New Orleans,LA,St. Bernard Project
8975,A,SBP-Owner Occupied,4928 Laine Ave,New Orleans,LA,St. Bernard Project
8976,A,SBP-Owner Occupied,5006 N. Prieur,New Orleans,LA,St. Bernard Project
8977,A,SBP-Owner Occupied,5660 Clements Street,New Orleans,LA,St. Bernard Project
8978,A,SBP-Owner Occupied,5915 Warwick Court,New Orleans,LA,St. Bernard Project
8979,A,SBP-Owner Occupied,5919 Marigny Street,New Orleans,LA,St. Bernard Project
8980,A,SBP-Owner Occupied,6030 St. Anthony,New Orleans,LA,St. Bernard Project
8981,A,SBP-Owner Occupied,6033 Wickfield Dr,New Orleans,LA,St. Bernard Project
8982,A,SBP-Owner Occupied,607 Forstall Street,New Orleans,LA,St. Bernard Project
8983,A,SBP-Owner Occupied,6318 N. Prieur,New Orleans,LA,St. Bernard Project
8984,A,SBP-Owner Occupied,6326 Pandora Street,New Orleans,LA,St. Bernard Project
8985,A,SBP-Owner Occupied,6334 Burgundy St,New Orleans,LA,St. Bernard Project
8986,A,SBP-Owner Occupied,6344 Dorothea,New Orleans,LA,St. Bernard Project
8987,A,SBP-Owner Occupied,6601 Canal Blvd,New Orleans,LA,St. Bernard Project
8988,A,SBP-Owner Occupied,6700 Deanne,New Orleans,LA,St. Bernard Project
8989,A,SBP-Owner Occupied,6911 Dorchester Street,New Orleans,LA,St. Bernard Project
8990,A,SBP-Owner Occupied,6912 Foch Rd.,New Orleans,LA,St. Bernard Project
8991,A,SBP-Owner Occupied,6944 Deanne St.,New Orleans,LA,St. Bernard Project
8992,A,SBP-Owner Occupied,6961 E. Laverne,New Orleans,LA,St. Bernard Project
8993,A,SBP-Owner Occupied,7021 Curran Boulevard,New Orleans,LA,St. Bernard Project
8994,A,SBP-Owner Occupied,7034 Regent St,New Orleans,LA,St. Bernard Project
8995,A,SBP-Owner Occupied,7231 Success St.,New Orleans,LA,St. Bernard Project
8996,A,SBP-Owner Occupied,7231 Voyageur,New Orleans,LA,St. Bernard Project
8997,A,SBP-Owner Occupied,7461 Seven Oaks Road,New Orleans,LA,St. Bernard Project
8998,A,SBP-Owner Occupied,7500 NewCastle,New Orleans,LA,St. Bernard Project
8999,A,SBP-Owner Occupied,7541 Sheffield Street,New Orleans,LA,St. Bernard Project
9000,A,SBP-Owner Occupied,7644 Michigan Street,New Orleans,LA,St. Bernard Project
9001,A,SBP-Owner Occupied,7709 Mayo Boulevard,New Orleans,LA,St. Bernard Project
9002,A,SBP-Owner Occupied,7733 Burke Ave,New Orleans,LA,St. Bernard Project
9003,A,SBP-Owner Occupied,7842 Star Street,New Orleans,LA,St. Bernard Project
9004,A,SBP-Owner Occupied,8015 Morrison Rd,New Orleans,LA,St. Bernard Project
9005,A,SBP-Owner Occupied,8541 Bill St.,New Orleans,LA,St. Bernard Project
9006,A,SBP-Owner Occupied,8543 Bill St.,New Orleans,LA,St. Bernard Project
9007,A,SBP-Owner Occupied,8642 Hammond St,New Orleans,LA,St. Bernard Project
9008,A,SBP-Owner Occupied,8851 Gervais,New Orleans,LA,St. Bernard Project
9009,A,SBP-Owner Occupied,9225 Nelson Street,New Orleans,LA,St. Bernard Project
9010,A,Sec 4 Working Capital LOC,1050 Jefferson Davis,New Orleans,LA,Providence Community Housing
9011,A,Section 4 Working Cap LOC,1050 S. Jefferson Davis Parkway,New Orleans,LA,Providence Community Housing
9012,A,Section 4 Working Capital Line of Credit,1050 S. Jefferson Davis Pkwy Suite 301,New Orleans,LA,Providence Community Housing
9013,A,Single family home,1527 Baronne St.,New Orleans,LA,New Orleans Neighborhood Collaborative (NONDC)
9014,A,Single Family Home,1741Jourdan,New Orleans,LA,Make It Right
9015,A,Single family home,2614 Magnolia St.,New Orleans,LA,New Orleans Neighborhood Collaborative (NONDC)
9016,A,Single family home,2618 Magnolia St.,New Orleans,LA,New Orleans Neighborhood Collaborative (NONDC)
9017,A,Single family home,2622 Magnolia St.,New Orleans,LA,New Orleans Neighborhood Collaborative (NONDC)
9018,A,St. Ann Square,2123 Ursulines,New Orleans,LA,Providence Community Housing
9019,A,St. Ann's Apartments,2123 Ursulines Ave,New Orleans,LA,Providence Community Housing
9020,A,St. Bernard Project - For Sale,4911 Marigny Street,New Orleans,LA,St. Bernard Project
9021,A,St. Bernard Project - For Sale,4962 Demontluzin Street,New Orleans,LA,St. Bernard Project
9022,A,St. Bernard Project - For Sale,7542 Elmdale Road,New Orleans,LA,St. Bernard Project
9023,A,St. Bernard Project #1,1328 Mandolin,New Orleans,LA,"St. Bernard Project, Inc."
9024,A,St. Bernard Project #1,5010 Cartier,New Orleans,LA,"St. Bernard Project, Inc."
9025,A,St. Bernard Project (SBP) - Louisiana Loan Fund,1443 Burbank St.,New Orleans,LA,St. Bernard Project
9026,A,St. Bernard Project (SBP) - Louisiana Loan Fund,4602 Baccich St,New Orleans,LA,St. Bernard Project
9027,A,St. Bernard Project (SBP) - Louisiana Loan Fund,4614-16 Baccich St.,New Orleans,LA,St. Bernard Project
9028,A,St. Bernard Project (SBP) - Louisiana Loan Fund,4924 Lafaye St.,New Orleans,LA,St. Bernard Project
9029,A,St. Bernard Project (SBP) - Louisiana Loan Fund,7113 W. Tameron,New Orleans,LA,St. Bernard Project
9030,A,St. Bernard Project (SBP)-Opportunity Housing,1512 Riviera,New Orleans,LA,St. Bernard Project
9031,A,St. Francis Adaptive Phase I - Rectory,2205 2nd St,New Orleans,LA,Harmony Neighborhood Development
9032,A,St. John Berchmans,3400 St. Anthony St.,New Orleans,LA,Providence Community Housing
9033,A,St. John Berchman's,3400 St. Anthony St.,New Orleans,LA,Providence Community Housing
9034,A,St. Louis Street Project,,New Orleans,LA,New Orleans Neighborhood Development Foundation
9035,A,St. Louis Street Project,,New Orleans,LA,New Orleans Neighborhood Development Foundation
9036,A,St. Martin's Manor,1501 N. Johnson Street,New Orleans,LA,Christopher Homes
9037,A,St. Martin's Manor,1501 North Johnson Street,New Orleans,LA,
9038,A,St. Roch Community Church CDC,1335 Marigny St.,New Orleans,LA,St. Roch Community Church CDC
9039,A,St. Roch Community Church CDC,1810 St. Roch Ave,New Orleans,LA,St. Roch Community Church CDC
9040,A,St. Roch Community Church CDC,1812-14 St. Roch Ave,New Orleans,LA,St. Roch Community Church CDC
9041,A,SUN Owner Occupied Rehab,1241 Tupelo Street,New Orleans,LA,Southern United Neighborhoods
9042,A,SUN Owner Occupied Rehab,1317 Tupelo Street,New Orleans,LA,Southern United Neighborhoods
9043,A,SUN Owner Occupied Rehab,1326 Tennessee Street,New Orleans,LA,Southern United Neighborhoods
9044,A,SUN Owner Occupied Rehab,1414 Tupelo Street,New Orleans,LA,Southern United Neighborhoods
9045,A,SUN Owner Occupied Rehab,1915 Tricou Street,New Orleans,LA,Southern United Neighborhoods
9046,A,SUN Owner Occupied Rehab,2029 Lizardi Street,New Orleans,LA,Southern United Neighborhoods
9047,A,SUN Owner Occupied Rehab,2525 Caffin Avenue,New Orleans,LA,Southern United Neighborhoods
